FIPSCode,FIPS_2Digit,State,JurisdictionName,D1a,D1Comments,D2a,D2b,D2c,D2d_Other,D2d,D2e,D2f,D2g_Other,D2g,D2Comments,D3a,D3Comments,D4a,D4b,D4c,D4d,D4e,D4f,D4Comments,D5,D5Comments,string_field_27,int64_field_28,int64_field_29,string_field_30
2301709550,23,ME,BYRON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,0,0,0,0,-99999,-999999: Data Not Available,-99999,,,,
2301717250,23,ME,DENMARK,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,7,None,0,0,0,1,1,5, ,4, ,,,,
2301717740,23,ME,DIXFIELD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,14,None,0,0,1,4,9,0, ,6, ,,,,
2301726910,23,ME,FRYEBURG,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,7,None,0,0,0,4,1,2, ,2, ,,,,
2301727505,23,ME,GILEAD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,5,None,0,0,0,2,2,1, ,2, ,,,,
2301731110,23,ME,HANOVER,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,0,1,3,2, ,5, ,,,,
2301731670,23,ME,HARTFORD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,15,None,0,0,0,5,9,1, ,4, ,,,,
2301732370,23,ME,HEBRON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,0,0,2,2, ,2, ,,,,
2301733315,23,ME,HIRAM,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,9,None,0,0,1,2,4,2, ,3, ,,,,
2301739422,23,ME,LINCOLN PLT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,0,0,2,1, ,3, ,,,,
2301741365,23,ME,LOVELL,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,0,0,5,3, ,5, ,,,,
2301742835,23,ME,MAGALLOWAY PLT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,1,0,1,1, ,4, ,,,,
2301745285,23,ME,MEXICO,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,0,1,2,3, ,4, ,,,,
2301754000,23,ME,NORWAY,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,10,None,0,0,0,1,8,1, ,2, ,,,,
2301755960,23,ME,OTISFIELD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,9,None,0,0,0,8,1,0, ,3, ,,,,
2301756310,23,ME,OXFORD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,14,None,0,0,0,4,7,3, ,4, ,,,,
2301756625,23,ME,PARIS,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,0,3,1,4, ,3, ,,,,
2301758270,23,ME,PERU,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,12,None,0,0,0,0,3,9, ,3, ,,,,
2301760405,23,ME,PORTER,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,9,None,0,0,0,2,5,2, ,3, ,,,,
2301764185,23,ME,ROXBURY,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,10,None,0,0,0,4,5,1, ,5, ,,,,
2301764290,23,ME,RUMFORD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,17,None,0,0,3,3,7,4, ,2, ,,,,
2301774510,23,ME,STONEHAM,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,0,1,4,3, ,3, ,,,,
2301775035,23,ME,SUMNER,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,5,None,0,0,0,2,3,0, ,2, ,,,,
2301775595,23,ME,SWEDEN,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,15,None,0,0,0,3,4,8, ,5, ,,,,
2301778465,23,ME,UPTON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,0,1,2,0, ,5, ,,,,
2301780635,23,ME,WATERFORD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,0,0,6,2, ,2, ,,,,
2301783890,23,ME,WEST PARIS,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,0,1,2,0, ,5, ,,,,
2301787355,23,ME,WOODSTOCK,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,10,None,0,0,0,0,5,5, ,5, ,,,,
2301901115,23,ME,ALTON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,14,None,0,0,2,5,4,3, ,4, ,,,,
2301906575,23,ME,BRADFORD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,5,None,0,0,1,3,1,0, ,2, ,,,,
2301906680,23,ME,BRADLEY,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,0,0,0,4, ,2, ,,,,
2301906925,23,ME,BREWER,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,28,None,0,0,4,4,12,8, ,2, ,,,,
2301910670,23,ME,CARMEL,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,7,None,0,0,0,3,3,1, ,3, ,,,,
2301910810,23,ME,CARROLL PLT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,1,1,1,1, ,2, ,,,,
2301912105,23,ME,CHARLESTON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,11,None,0,0,2,5,4,0, ,3, ,,,,
2301912525,23,ME,CHESTER,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,2,0,1,1, ,3, ,,,,
2301913365,23,ME,CLIFTON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,20,None,0,0,0,15,5,0, ,2, ,,,,
2301914380,23,ME,CORINTH,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,7,None,0,0,0,3,2,2, ,3, ,,,,
2301917530,23,ME,DEXTER,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,10,None,0,0,0,4,2,4, ,4, ,,,,
2301918580,23,ME,DREW PLT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,0,0,3,0, ,4, ,,,,
2301921030,23,ME,EAST MILLINOCKET,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,5,None,0,0,1,0,4,0, ,5, ,,,,
2301922535,23,ME,EDDINGTON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,1,6,1,0, ,4, ,,,,
2301922710,23,ME,EDINBURG,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,0,0,4,0, ,5, ,,,,
2301923620,23,ME,ENFIELD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,0,2,0,4, ,5, ,,,,
2301924110,23,ME,EXETER,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,9,None,0,0,0,1,7,1, ,5, ,,,,
2301927645,23,ME,GLENBURN,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,9,None,0,0,1,2,6,0, ,2, ,,,,
2301929185,23,ME,GREENBUSH,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,0,2,4,0, ,2, ,,,,
2301930795,23,ME,HAMPDEN,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,30,None,0,0,0,14,16,0, ,4, ,,,,
2301933490,23,ME,HOLDEN,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,12,None,0,0,1,1,7,3, ,2, ,,,,
2301934190,23,ME,HOWLAND,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,1,1,0,4, ,4, ,,,,
2301934365,23,ME,HUDSON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,7,None,0,0,1,3,1,2, ,4, ,,,,
2301936325,23,ME,KENDUSKEAG,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,5,None,0,0,1,0,3,1, ,2, ,,,,
2301937760,23,ME,LAGRANGE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,3,0,1,0, ,3, ,,,,
2301938005,23,ME,LAKEVILLE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,0,0,0,0,-99999,-999999: Data Not Available,-99999,,,,
2301938530,23,ME,LEE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,5,None,0,0,0,2,0,3, ,3, ,,,,
2301941435,23,ME,LOWELL,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,5,None,0,0,0,3,1,1, ,5, ,,,,
2301944270,23,ME,MATTAWAMKEAG,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,7,None,0,0,0,1,6,0, ,4, ,,,,
2301944340,23,ME,MAXFIELD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,1,2,0,0, ,2, ,,,,
2301945670,23,ME,MILFORD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,9,None,1,0,6,2,0,0, ,5, ,,,,
2301945810,23,ME,MILLINOCKET,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,19,None,0,0,3,1,13,2, ,4, ,,,,
2301947560,23,ME,MOUNT CHASE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,0,3,0,0, ,3, ,,,,
2301948505,23,ME,NEWBURGH,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,0,4,2,0, ,2, ,,,,
2301955680,23,ME,ORRINGTON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,14,None,0,0,1,5,6,2, ,2, ,,,,
2301957045,23,ME,PASSADUMKEAG,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,5,None,0,0,2,1,2,0, ,4, ,,,,
2301957150,23,ME,PATTEN,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,0,0,2,2, ,2, ,,,,
2301967160,23,ME,SEBOEIS PLT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,0,0,3,0, ,5, ,,,,
2301973250,23,ME,SPRINGFIELD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,0,4,0,0, ,5, ,,,,
2301973600,23,ME,STACYVILLE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,0,3,1,0, ,5, ,,,,
2301974055,23,ME,STETSON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,7,None,0,0,2,2,3,0, ,2, ,,,,
2301978780,23,ME,VEAZIE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,0,0,5,3, ,5, ,,,,
2301981055,23,ME,WEBSTER PLT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,0,0,0,0,-99999,-999999: Data Not Available,-99999,,,,
2301986305,23,ME,WINN,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,1,0,2,3, ,2, ,,,,
2302100100,23,ME,ABBOT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,9,None,0,0,1,7,1,0, ,3, ,,,,
2302101920,23,ME,ATKINSON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,1,3,2,0, ,3, ,,,,
2302103740,23,ME,BEAVER COVE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,0,2,3,1, ,4, ,,,,
2302106400,23,ME,BOWERBANK,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,0,3,2,1, ,3, ,,,,
2302129535,23,ME,GREENVILLE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,1,1,6,0, ,3, ,,,,
2302130095,23,ME,GUILFORD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,21,None,0,0,2,10,6,3, ,2, ,,,,
2302137970,23,ME,LAKE VIEW PLT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,0,0,1,2, ,4, ,,,,
2302144830,23,ME,MEDFORD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,0,0,3,0, ,5, ,,,,
2302146020,23,ME,MILO,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,0,1,5,2, ,2, ,,,,
2302146580,23,ME,MONSON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,9,None,0,0,1,2,4,2, ,5, ,,,,
2302156765,23,ME,PARKMAN,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,13,None,0,0,2,2,3,6, ,2, ,,,,
2302165865,23,ME,SANGERVILLE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,0,3,3,0, ,3, ,,,,
2302166950,23,ME,SEBEC,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,0,4,2,0, ,3, ,,,,
2302168140,23,ME,SHIRLEY,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,2,4,2,0, ,3, ,,,,
2302181405,23,ME,WELLINGTON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,0,3,2,3, ,4, ,,,,
2302185710,23,ME,WILLIMANTIC,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,0,1,1,2, ,5, ,,,,
2302303355,23,ME,BATH,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,42,None,0,0,1,13,15,13, ,1, ,,,,
2302306260,23,ME,BOWDOIN,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,0,0,6,2, ,4, ,,,,
2302306365,23,ME,BOWDOINHAM,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,9,None,0,0,0,4,2,3, ,2, ,,,,
2302327295,23,ME,GEORGETOWN,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,13,None,0,0,1,4,2,6, ,3, ,,,,
2302358515,23,ME,PHIPPSBURG,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,15,None,0,0,1,9,1,4, ,3, ,,,,
2302362645,23,ME,RICHMOND,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,0,2,0,4, ,3, ,,,,
2302381930,23,ME,WEST BATH,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,13,None,0,0,0,4,6,3, ,2, ,,,,
2302387460,23,ME,WOOLWICH,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,14,None,0,0,0,1,8,5, ,3, ,,,,
2302501395,23,ME,ANSON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,0,4,2,0, ,3, ,,,,
2302501885,23,ME,ATHENS,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,9,None,0,0,1,6,1,1, ,2, ,,,,
2302505000,23,ME,BINGHAM,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,10,None,0,0,0,5,4,1, ,4, ,,,,
2302509655,23,ME,CAMBRIDGE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,14,None,0,0,2,3,7,2, ,2, ,,,,
2302510495,23,ME,CARATUNK,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,0,2,2,0, ,5, ,,,,
2302514555,23,ME,CORNVILLE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,16,None,0,0,2,6,5,3, ,3, ,,,,
2302517460,23,ME,DETROIT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,2,3,0,1, ,1, ,,,,
2302523410,23,ME,EMBDEN,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,2,3,1,2, ,2, ,,,,
2302524320,23,ME,FAIRFIELD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,17,None,0,0,1,6,3,7, ,1, ,,,,
2302531355,23,ME,HARMONY,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,10,None,0,0,0,1,6,3, ,3, ,,,,
2302531740,23,ME,HARTLAND,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,11,None,0,0,0,3,4,4, ,2, ,,,,
2302532895,23,ME,HIGHLAND PLT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,0,1,2,1, ,4, ,,,,
2302535345,23,ME,JACKMAN,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,12,None,0,0,0,6,5,1, ,2, ,,,,
2302542660,23,ME,MADISON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,18,None,0,0,0,7,11,0, ,2, ,,,,
2302545110,23,ME,MERCER,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,14,None,0,0,0,6,6,2, ,4, ,,,,
2302547455,23,ME,MOSCOW,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,0,0,2,2, ,3, ,,,,
2302549835,23,ME,NORRIDGEWOCK,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,17,None,0,0,3,2,4,8, ,2, ,,,,
2302556520,23,ME,PALMYRA,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,0,4,0,2, ,3, ,,,,
2302559705,23,ME,PLEASANT RIDGE PLT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,3,None,0,0,0,1,2,0, ,5, ,,,,
2302564850,23,ME,SAINT ALBANS,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,15,None,0,0,1,4,8,2, ,4, ,,,,
2302568910,23,ME,SKOWHEGAN,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,15,None,0,0,2,5,5,3, ,4, ,,,,
2302569155,23,ME,SMITHFIELD,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,18,None,0,0,0,4,5,9, ,3, ,,,,
2302569505,23,ME,SOLON,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,11,None,0,0,2,5,4,0, ,2, ,,,,
2302573845,23,ME,STARKS,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,10,None,0,0,3,3,3,1, ,3, ,,,,
2302576190,23,ME,THE FORKS PLT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,0,0,3,1, ,2, ,,,,
2302582840,23,ME,WEST FORKS PLT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,5,None,0,0,1,1,0,3, ,5, ,,,,
2302707870,23,ME,BROOKS,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,0,1,4,1, ,4, ,,,,
2302709270,23,ME,BURNHAM,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,13,None,0,0,0,3,4,6, ,3, ,,,,
2302726280,23,ME,FRANKFORT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,12,None,0,0,0,7,5,0, ,4, ,,,,
2302726420,23,ME,FREEDOM,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,0,6,0,2, ,3, ,,,,
2302735240,23,ME,ISLESBORO,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,5,None,0,0,0,4,1,0, ,2, ,,,,
2302737585,23,ME,KNOX,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,14,None,0,0,0,5,6,3, ,2, ,,,,
2302739055,23,ME,LIBERTY,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,26,None,0,0,1,8,10,7, ,3, ,,,,
2302739755,23,ME,LINCOLNVILLE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,23,None,0,0,0,8,7,8, ,2, ,,,,
2302746475,23,ME,MONROE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,4,None,0,0,0,2,2,0, ,2, ,,,,
2302746790,23,ME,MONTVILLE,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,1,3,1,1, ,2, ,,,,
2302752845,23,ME,NORTHPORT,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,6,None,0,0,1,5,0,0, ,6, ,,,,
2302756450,23,ME,PALERMO,1,None,1,1,0,,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-888888: Not Applicable, ,8,None,0,0,1,2,3,2, ,3, ,,,,
